PassengerId,Survived,Age,SibSp,Parch,Fare,Title,2,3,male,Q,S
456,1,29.0,0,0,7.8958,Mr,0,1,1,0,0
457,0,65.0,0,0,26.55,Mr,0,0,1,0,1
458,1,38.12347,1,0,51.8625,Mrs,0,0,0,0,1
459,1,50.0,0,0,10.5,Miss,1,0,0,0,1
460,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
461,1,48.0,0,0,26.55,Mr,0,0,1,0,1
462,0,34.0,0,0,8.05,Mr,0,1,1,0,1
463,0,47.0,0,0,38.5,Mr,0,0,1,0,1
464,0,48.0,0,0,13.0,Mr,1,0,1,0,1
465,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
466,0,38.0,0,0,7.05,Mr,0,1,1,0,1
467,0,29.8776,0,0,0.0,Mr,1,0,1,0,1
468,0,56.0,0,0,26.55,Mr,0,0,1,0,1
469,0,25.14061,0,0,7.725,Mr,0,1,1,1,0
470,1,0.75,2,1,19.2583,Miss,0,1,0,0,0
471,0,25.14061,0,0,7.25,Mr,0,1,1,0,1
472,0,38.0,0,0,8.6625,Mr,0,1,1,0,1
473,1,33.0,1,2,27.75,Mrs,1,0,0,0,1
474,1,23.0,0,0,13.7917,Mrs,1,0,0,0,0
475,0,22.0,0,0,9.8375,Miss,0,1,0,0,1
476,0,38.12347,0,0,52.0,Mr,0,0,1,0,1
477,0,34.0,1,0,21.0,Mr,1,0,1,0,1
478,0,29.0,1,0,7.0458,Mr,0,1,1,0,1
479,0,22.0,0,0,7.5208,Mr,0,1,1,0,1
480,1,2.0,0,1,12.2875,Miss,0,1,0,0,1
481,0,9.0,5,2,46.9,Master,0,1,1,0,1
482,0,29.8776,0,0,0.0,Mr,1,0,1,0,1
483,0,50.0,0,0,8.05,Mr,0,1,1,0,1
484,1,63.0,0,0,9.5875,Mrs,0,1,0,0,1
485,1,25.0,1,0,91.0792,Mr,0,0,1,0,0
486,0,25.14061,3,1,25.4667,Miss,0,1,0,0,1
487,1,35.0,1,0,90.0,Mrs,0,0,0,0,1
488,0,58.0,0,0,29.7,Mr,0,0,1,0,0
489,0,30.0,0,0,8.05,Mr,0,1,1,0,1
490,1,9.0,1,1,15.9,Master,0,1,1,0,1
491,0,25.14061,1,0,19.9667,Mr,0,1,1,0,1
492,0,21.0,0,0,7.25,Mr,0,1,1,0,1
493,0,55.0,0,0,30.5,Mr,0,0,1,0,1
494,0,71.0,0,0,49.5042,Mr,0,0,1,0,0
495,0,21.0,0,0,8.05,Mr,0,1,1,0,1
496,0,25.14061,0,0,14.4583,Mr,0,1,1,0,0
497,1,54.0,1,0,78.2667,Miss,0,0,0,0,0
498,0,25.14061,0,0,15.1,Mr,0,1,1,0,1
499,0,25.0,1,2,151.55,Mrs,0,0,0,0,1
500,0,24.0,0,0,7.7958,Mr,0,1,1,0,1
501,0,17.0,0,0,8.6625,Mr,0,1,1,0,1
502,0,21.0,0,0,7.75,Miss,0,1,0,1,0
503,0,25.14061,0,0,7.6292,Miss,0,1,0,1,0
504,0,37.0,0,0,9.5875,Miss,0,1,0,0,1
505,1,16.0,0,0,86.5,Miss,0,0,0,0,1
506,0,18.0,1,0,108.9,Mr,0,0,1,0,0
507,1,33.0,0,2,26.0,Mrs,1,0,0,0,1
508,1,38.12347,0,0,26.55,Mr,0,0,1,0,1
509,0,28.0,0,0,22.525,Mr,0,1,1,0,1
510,1,26.0,0,0,56.4958,Mr,0,1,1,0,1
511,1,29.0,0,0,7.75,Mr,0,1,1,1,0
512,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
513,1,36.0,0,0,26.2875,Mr,0,0,1,0,1
514,1,54.0,1,0,59.4,Mrs,0,0,0,0,0
515,0,24.0,0,0,7.4958,Mr,0,1,1,0,1
516,0,47.0,0,0,34.0208,Mr,0,0,1,0,1
517,1,34.0,0,0,10.5,Mrs,1,0,0,0,1
518,0,25.14061,0,0,24.15,Mr,0,1,1,1,0
519,1,36.0,1,0,26.0,Mrs,1,0,0,0,1
520,0,32.0,0,0,7.8958,Mr,0,1,1,0,1
521,1,30.0,0,0,93.5,Miss,0,0,0,0,1
522,0,22.0,0,0,7.8958,Mr,0,1,1,0,1
523,0,25.14061,0,0,7.225,Mr,0,1,1,0,0
524,1,44.0,0,1,57.9792,Mrs,0,0,0,0,0
525,0,25.14061,0,0,7.2292,Mr,0,1,1,0,0
526,0,40.5,0,0,7.75,Mr,0,1,1,1,0
527,1,50.0,0,0,10.5,Miss,1,0,0,0,1
528,0,38.12347,0,0,221.7792,Mr,0,0,1,0,1
529,0,39.0,0,0,7.925,Mr,0,1,1,0,1
530,0,23.0,2,1,11.5,Mr,1,0,1,0,1
531,1,2.0,1,1,26.0,Miss,1,0,0,0,1
532,0,25.14061,0,0,7.2292,Mr,0,1,1,0,0
533,0,17.0,1,1,7.2292,Mr,0,1,1,0,0
534,1,25.14061,0,2,22.3583,Mrs,0,1,0,0,0
535,0,30.0,0,0,8.6625,Miss,0,1,0,0,1
536,1,7.0,0,2,26.25,Miss,1,0,0,0,1
537,0,45.0,0,0,26.55,Sir,0,0,1,0,1
538,1,30.0,0,0,106.425,Miss,0,0,0,0,0
539,0,25.14061,0,0,14.5,Mr,0,1,1,0,1
540,1,22.0,0,2,49.5,Miss,0,0,0,0,0
541,1,36.0,0,2,71.0,Miss,0,0,0,0,1
542,0,9.0,4,2,31.275,Miss,0,1,0,0,1
543,0,11.0,4,2,31.275,Miss,0,1,0,0,1
544,1,32.0,1,0,26.0,Mr,1,0,1,0,1
545,0,50.0,1,0,106.425,Mr,0,0,1,0,0
546,0,64.0,0,0,26.0,Mr,0,0,1,0,1
547,1,19.0,1,0,26.0,Mrs,1,0,0,0,1
548,1,29.8776,0,0,13.8625,Mr,1,0,1,0,0
549,0,33.0,1,1,20.525,Mr,0,1,1,0,1
550,1,8.0,1,1,36.75,Master,1,0,1,0,1
551,1,17.0,0,2,110.8833,Mr,0,0,1,0,0
552,0,27.0,0,0,26.0,Mr,1,0,1,0,1
553,0,25.14061,0,0,7.8292,Mr,0,1,1,1,0
554,1,22.0,0,0,7.225,Mr,0,1,1,0,0
555,1,22.0,0,0,7.775,Miss,0,1,0,0,1
556,0,62.0,0,0,26.55,Mr,0,0,1,0,1
557,1,48.0,1,0,39.6,Lady,0,0,0,0,0
558,0,38.12347,0,0,227.525,Mr,0,0,1,0,0
559,1,39.0,1,1,79.65,Mrs,0,0,0,0,1
560,1,36.0,1,0,17.4,Mrs,0,1,0,0,1
561,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
562,0,40.0,0,0,7.8958,Mr,0,1,1,0,1
563,0,28.0,0,0,13.5,Mr,1,0,1,0,1
564,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
565,0,25.14061,0,0,8.05,Miss,0,1,0,0,1
566,0,24.0,2,0,24.15,Mr,0,1,1,0,1
567,0,19.0,0,0,7.8958,Mr,0,1,1,0,1
568,0,29.0,0,4,21.075,Mrs,0,1,0,0,1
569,0,25.14061,0,0,7.2292,Mr,0,1,1,0,0
570,1,32.0,0,0,7.8542,Mr,0,1,1,0,1
571,1,62.0,0,0,10.5,Mr,1,0,1,0,1
572,1,53.0,2,0,51.4792,Mrs,0,0,0,0,1
573,1,36.0,0,0,26.3875,Mr,0,0,1,0,1
574,1,25.14061,0,0,7.75,Miss,0,1,0,1,0
575,0,16.0,0,0,8.05,Mr,0,1,1,0,1
576,0,19.0,0,0,14.5,Mr,0,1,1,0,1
577,1,34.0,0,0,13.0,Miss,1,0,0,0,1
578,1,39.0,1,0,55.9,Mrs,0,0,0,0,1
579,0,25.14061,1,0,14.4583,Mrs,0,1,0,0,0
580,1,32.0,0,0,7.925,Mr,0,1,1,0,1
581,1,25.0,1,1,30.0,Miss,1,0,0,0,1
582,1,39.0,1,1,110.8833,Mrs,0,0,0,0,0
583,0,54.0,0,0,26.0,Mr,1,0,1,0,1
584,0,36.0,0,0,40.125,Mr,0,0,1,0,0
585,0,25.14061,0,0,8.7125,Mr,0,1,1,0,0
586,1,18.0,0,2,79.65,Miss,0,0,0,0,1
587,0,47.0,0,0,15.0,Mr,1,0,1,0,1
588,1,60.0,1,1,79.2,Mr,0,0,1,0,0
589,0,22.0,0,0,8.05,Mr,0,1,1,0,1
590,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
591,0,35.0,0,0,7.125,Mr,0,1,1,0,1
592,1,52.0,1,0,78.2667,Mrs,0,0,0,0,0
593,0,47.0,0,0,7.25,Mr,0,1,1,0,1
594,0,25.14061,0,2,7.75,Miss,0,1,0,1,0
595,0,37.0,1,0,26.0,Mr,1,0,1,0,1
596,0,36.0,1,1,24.15,Mr,0,1,1,0,1
597,1,29.8776,0,0,33.0,Miss,1,0,0,0,1
598,0,49.0,0,0,0.0,Mr,0,1,1,0,1
599,0,25.14061,0,0,7.225,Mr,0,1,1,0,0
600,1,49.0,1,0,56.9292,Sir,0,0,1,0,0
601,1,24.0,2,1,27.0,Mrs,1,0,0,0,1
602,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
603,0,38.12347,0,0,42.4,Mr,0,0,1,0,1
604,0,44.0,0,0,8.05,Mr,0,1,1,0,1
605,1,35.0,0,0,26.55,Mr,0,0,1,0,0
606,0,36.0,1,0,15.55,Mr,0,1,1,0,1
607,0,30.0,0,0,7.8958,Mr,0,1,1,0,1
608,1,27.0,0,0,30.5,Mr,0,0,1,0,1
609,1,22.0,1,2,41.5792,Mrs,1,0,0,0,0
610,1,40.0,0,0,153.4625,Miss,0,0,0,0,1
611,0,39.0,1,5,31.275,Mrs,0,1,0,0,1
612,0,25.14061,0,0,7.05,Mr,0,1,1,0,1
613,1,25.14061,1,0,15.5,Miss,0,1,0,1,0
614,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
615,0,35.0,0,0,8.05,Mr,0,1,1,0,1
616,1,24.0,1,2,65.0,Miss,1,0,0,0,1
617,0,34.0,1,1,14.4,Mr,0,1,1,0,1
618,0,26.0,1,0,16.1,Mrs,0,1,0,0,1
619,1,4.0,2,1,39.0,Miss,1,0,0,0,1
620,0,26.0,0,0,10.5,Mr,1,0,1,0,1
621,0,27.0,1,0,14.4542,Mr,0,1,1,0,0
622,1,42.0,1,0,52.5542,Mr,0,0,1,0,1
623,1,20.0,1,1,15.7417,Mr,0,1,1,0,0
624,0,21.0,0,0,7.8542,Mr,0,1,1,0,1
625,0,21.0,0,0,16.1,Mr,0,1,1,0,1
626,0,61.0,0,0,32.3208,Mr,0,0,1,0,1
627,0,57.0,0,0,12.35,Rev,1,0,1,1,0
628,1,21.0,0,0,77.9583,Miss,0,0,0,0,1
629,0,26.0,0,0,7.8958,Mr,0,1,1,0,1
630,0,25.14061,0,0,7.7333,Mr,0,1,1,1,0
631,1,80.0,0,0,30.0,Mr,0,0,1,0,1
632,0,51.0,0,0,7.0542,Mr,0,1,1,0,1
633,1,32.0,0,0,30.5,Dr,0,0,1,0,0
634,0,38.12347,0,0,0.0,Mr,0,0,1,0,1
635,0,9.0,3,2,27.9,Miss,0,1,0,0,1
636,1,28.0,0,0,13.0,Miss,1,0,0,0,1
637,0,32.0,0,0,7.925,Mr,0,1,1,0,1
638,0,31.0,1,1,26.25,Mr,1,0,1,0,1
639,0,41.0,0,5,39.6875,Mrs,0,1,0,0,1
640,0,25.14061,1,0,16.1,Mr,0,1,1,0,1
641,0,20.0,0,0,7.8542,Mr,0,1,1,0,1
642,1,24.0,0,0,69.3,Miss,0,0,0,0,0
643,0,2.0,3,2,27.9,Miss,0,1,0,0,1
644,1,25.14061,0,0,56.4958,Mr,0,1,1,0,1
645,1,0.75,2,1,19.2583,Miss,0,1,0,0,0
646,1,48.0,1,0,76.7292,Mr,0,0,1,0,0
647,0,19.0,0,0,7.8958,Mr,0,1,1,0,1
648,1,56.0,0,0,35.5,Sir,0,0,1,0,0
649,0,25.14061,0,0,7.55,Mr,0,1,1,0,1
650,1,23.0,0,0,7.55,Miss,0,1,0,0,1
651,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
652,1,18.0,0,1,23.0,Miss,1,0,0,0,1
653,0,21.0,0,0,8.4333,Mr,0,1,1,0,1
654,1,25.14061,0,0,7.8292,Miss,0,1,0,1,0
655,0,18.0,0,0,6.75,Miss,0,1,0,1,0
656,0,24.0,2,0,73.5,Mr,1,0,1,0,1
657,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
658,0,32.0,1,1,15.5,Mrs,0,1,0,1,0
659,0,23.0,0,0,13.0,Mr,1,0,1,0,1
660,0,58.0,0,2,113.275,Mr,0,0,1,0,0
661,1,50.0,2,0,133.65,Dr,0,0,1,0,1
662,0,40.0,0,0,7.225,Mr,0,1,1,0,0
663,0,47.0,0,0,25.5875,Mr,0,0,1,0,1
664,0,36.0,0,0,7.4958,Mr,0,1,1,0,1
665,1,20.0,1,0,7.925,Mr,0,1,1,0,1
666,0,32.0,2,0,73.5,Mr,1,0,1,0,1
667,0,25.0,0,0,13.0,Mr,1,0,1,0,1
668,0,25.14061,0,0,7.775,Mr,0,1,1,0,1
669,0,43.0,0,0,8.05,Mr,0,1,1,0,1
670,1,38.12347,1,0,52.0,Mrs,0,0,0,0,1
671,1,40.0,1,1,39.0,Mrs,1,0,0,0,1
672,0,31.0,1,0,52.0,Mr,0,0,1,0,1
673,0,70.0,0,0,10.5,Mr,1,0,1,0,1
674,1,31.0,0,0,13.0,Mr,1,0,1,0,1
675,0,29.8776,0,0,0.0,Mr,1,0,1,0,1
676,0,18.0,0,0,7.775,Mr,0,1,1,0,1
677,0,24.5,0,0,8.05,Mr,0,1,1,0,1
678,1,18.0,0,0,9.8417,Miss,0,1,0,0,1
679,0,43.0,1,6,46.9,Mrs,0,1,0,0,1
680,1,36.0,0,1,512.3292,Mr,0,0,1,0,0
681,0,25.14061,0,0,8.1375,Miss,0,1,0,1,0
682,1,27.0,0,0,76.7292,Mr,0,0,1,0,0
683,0,20.0,0,0,9.225,Mr,0,1,1,0,1
684,0,14.0,5,2,46.9,Mr,0,1,1,0,1
685,0,60.0,1,1,39.0,Mr,1,0,1,0,1
686,0,25.0,1,2,41.5792,Mr,1,0,1,0,0
687,0,14.0,4,1,39.6875,Mr,0,1,1,0,1
688,0,19.0,0,0,10.1708,Mr,0,1,1,0,1
689,0,18.0,0,0,7.7958,Mr,0,1,1,0,1
690,1,15.0,0,1,211.3375,Miss,0,0,0,0,1
691,1,31.0,1,0,57.0,Mr,0,0,1,0,1
692,1,4.0,0,1,13.4167,Miss,0,1,0,0,0
693,1,25.14061,0,0,56.4958,Mr,0,1,1,0,1
694,0,25.0,0,0,7.225,Mr,0,1,1,0,0
695,0,60.0,0,0,26.55,Sir,0,0,1,0,1
696,0,52.0,0,0,13.5,Mr,1,0,1,0,1
697,0,44.0,0,0,8.05,Mr,0,1,1,0,1
698,1,25.14061,0,0,7.7333,Miss,0,1,0,1,0
699,0,49.0,1,1,110.8833,Mr,0,0,1,0,0
700,0,42.0,0,0,7.65,Mr,0,1,1,0,1
701,1,18.0,1,0,227.525,Mrs,0,0,0,0,0
702,1,35.0,0,0,26.2875,Mr,0,0,1,0,1
703,0,18.0,0,1,14.4542,Miss,0,1,0,0,0
704,0,25.0,0,0,7.7417,Mr,0,1,1,1,0
705,0,26.0,1,0,7.8542,Mr,0,1,1,0,1
706,0,39.0,0,0,26.0,Mr,1,0,1,0,1
707,1,45.0,0,0,13.5,Mrs,1,0,0,0,1
708,1,42.0,0,0,26.2875,Mr,0,0,1,0,1
709,1,22.0,0,0,151.55,Miss,0,0,0,0,1
710,1,25.14061,1,1,15.2458,Master,0,1,1,0,0
711,1,24.0,0,0,49.5042,Miss,0,0,0,0,0
712,0,38.12347,0,0,26.55,Mr,0,0,1,0,1
713,1,48.0,1,0,52.0,Mr,0,0,1,0,1
714,0,29.0,0,0,9.4833,Mr,0,1,1,0,1
715,0,52.0,0,0,13.0,Mr,1,0,1,0,1
716,0,19.0,0,0,7.65,Mr,0,1,1,0,1
717,1,38.0,0,0,227.525,Miss,0,0,0,0,0
718,1,27.0,0,0,10.5,Miss,1,0,0,0,1
719,0,25.14061,0,0,15.5,Mr,0,1,1,1,0
720,0,33.0,0,0,7.775,Mr,0,1,1,0,1
721,1,6.0,0,1,33.0,Miss,1,0,0,0,1
722,0,17.0,1,0,7.0542,Mr,0,1,1,0,1
723,0,34.0,0,0,13.0,Mr,1,0,1,0,1
724,0,50.0,0,0,13.0,Mr,1,0,1,0,1
725,1,27.0,1,0,53.1,Mr,0,0,1,0,1
726,0,20.0,0,0,8.6625,Mr,0,1,1,0,1
727,1,30.0,3,0,21.0,Mrs,1,0,0,0,1
728,1,25.14061,0,0,7.7375,Miss,0,1,0,1,0
729,0,25.0,1,0,26.0,Mr,1,0,1,0,1
730,0,25.0,1,0,7.925,Miss,0,1,0,0,1
731,1,29.0,0,0,211.3375,Miss,0,0,0,0,1
732,0,11.0,0,0,18.7875,Mr,0,1,1,0,0
733,0,29.8776,0,0,0.0,Mr,1,0,1,0,1
734,0,23.0,0,0,13.0,Mr,1,0,1,0,1
735,0,23.0,0,0,13.0,Mr,1,0,1,0,1
736,0,28.5,0,0,16.1,Mr,0,1,1,0,1
737,0,48.0,1,3,34.375,Mrs,0,1,0,0,1
738,1,35.0,0,0,512.3292,Mr,0,0,1,0,0
739,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
740,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
741,1,38.12347,0,0,30.0,Mr,0,0,1,0,1
742,0,36.0,1,0,78.85,Mr,0,0,1,0,1
743,1,21.0,2,2,262.375,Miss,0,0,0,0,0
744,0,24.0,1,0,16.1,Mr,0,1,1,0,1
745,1,31.0,0,0,7.925,Mr,0,1,1,0,1
746,0,70.0,1,1,71.0,Sir,0,0,1,0,1
747,0,16.0,1,1,20.25,Mr,0,1,1,0,1
748,1,30.0,0,0,13.0,Miss,1,0,0,0,1
749,0,19.0,1,0,53.1,Mr,0,0,1,0,1
750,0,31.0,0,0,7.75,Mr,0,1,1,1,0
751,1,4.0,1,1,23.0,Miss,1,0,0,0,1
752,1,6.0,0,1,12.475,Master,0,1,1,0,1
753,0,33.0,0,0,9.5,Mr,0,1,1,0,1
754,0,23.0,0,0,7.8958,Mr,0,1,1,0,1
755,1,48.0,1,2,65.0,Mrs,1,0,0,0,1
756,1,0.67,1,1,14.5,Master,1,0,1,0,1
757,0,28.0,0,0,7.7958,Mr,0,1,1,0,1
758,0,18.0,0,0,11.5,Mr,1,0,1,0,1
759,0,34.0,0,0,8.05,Mr,0,1,1,0,1
760,1,33.0,0,0,86.5,Lady,0,0,0,0,1
761,0,25.14061,0,0,14.5,Mr,0,1,1,0,1
762,0,41.0,0,0,7.125,Mr,0,1,1,0,1
763,1,20.0,0,0,7.2292,Mr,0,1,1,0,0
764,1,36.0,1,2,120.0,Mrs,0,0,0,0,1
765,0,16.0,0,0,7.775,Mr,0,1,1,0,1
766,1,51.0,1,0,77.9583,Mrs,0,0,0,0,1
767,0,38.12347,0,0,39.6,Dr,0,0,1,0,0
768,0,30.5,0,0,7.75,Miss,0,1,0,1,0
769,0,25.14061,1,0,24.15,Mr,0,1,1,1,0
770,0,32.0,0,0,8.3625,Mr,0,1,1,0,1
771,0,24.0,0,0,9.5,Mr,0,1,1,0,1
772,0,48.0,0,0,7.8542,Mr,0,1,1,0,1
773,0,57.0,0,0,10.5,Mrs,1,0,0,0,1
774,0,25.14061,0,0,7.225,Mr,0,1,1,0,0
775,1,54.0,1,3,23.0,Mrs,1,0,0,0,1
776,0,18.0,0,0,7.75,Mr,0,1,1,0,1
777,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
778,1,5.0,0,0,12.475,Miss,0,1,0,0,1
779,0,25.14061,0,0,7.7375,Mr,0,1,1,1,0
780,1,43.0,0,1,211.3375,Mrs,0,0,0,0,1
781,1,13.0,0,0,7.2292,Miss,0,1,0,0,0
782,1,17.0,1,0,57.0,Mrs,0,0,0,0,1
783,0,29.0,0,0,30.0,Mr,0,0,1,0,1
784,0,25.14061,1,2,23.45,Mr,0,1,1,0,1
785,0,25.0,0,0,7.05,Mr,0,1,1,0,1
786,0,25.0,0,0,7.25,Mr,0,1,1,0,1
787,1,18.0,0,0,7.4958,Miss,0,1,0,0,1
788,0,8.0,4,1,29.125,Master,0,1,1,1,0
789,1,1.0,1,2,20.575,Master,0,1,1,0,1
790,0,46.0,0,0,79.2,Mr,0,0,1,0,0
791,0,25.14061,0,0,7.75,Mr,0,1,1,1,0
792,0,16.0,0,0,26.0,Mr,1,0,1,0,1
793,0,25.14061,8,2,69.55,Miss,0,1,0,0,1
794,0,38.12347,0,0,30.6958,Mr,0,0,1,0,0
795,0,25.0,0,0,7.8958,Mr,0,1,1,0,1
796,0,39.0,0,0,13.0,Mr,1,0,1,0,1
797,1,49.0,0,0,25.9292,Dr,0,0,0,0,1
798,1,31.0,0,0,8.6833,Mrs,0,1,0,0,1
799,0,30.0,0,0,7.2292,Mr,0,1,1,0,0
800,0,30.0,1,1,24.15,Mrs,0,1,0,0,1
801,0,34.0,0,0,13.0,Mr,1,0,1,0,1
802,1,31.0,1,1,26.25,Mrs,1,0,0,0,1
803,1,11.0,1,2,120.0,Master,0,0,1,0,1
804,1,0.42,0,1,8.5167,Master,0,1,1,0,0
805,1,27.0,0,0,6.975,Mr,0,1,1,0,1
806,0,31.0,0,0,7.775,Mr,0,1,1,0,1
807,0,39.0,0,0,0.0,Mr,0,0,1,0,1
808,0,18.0,0,0,7.775,Miss,0,1,0,0,1
809,0,39.0,0,0,13.0,Mr,1,0,1,0,1
810,1,33.0,1,0,53.1,Mrs,0,0,0,0,1
811,0,26.0,0,0,7.8875,Mr,0,1,1,0,1
812,0,39.0,0,0,24.15,Mr,0,1,1,0,1
813,0,35.0,0,0,10.5,Mr,1,0,1,0,1
814,0,6.0,4,2,31.275,Miss,0,1,0,0,1
815,0,30.5,0,0,8.05,Mr,0,1,1,0,1
816,0,38.12347,0,0,0.0,Mr,0,0,1,0,1
817,0,23.0,0,0,7.925,Miss,0,1,0,0,1
818,0,31.0,1,1,37.0042,Mr,1,0,1,0,0
819,0,43.0,0,0,6.45,Mr,0,1,1,0,1
820,0,10.0,3,2,27.9,Master,0,1,1,0,1
821,1,52.0,1,1,93.5,Mrs,0,0,0,0,1
822,1,27.0,0,0,8.6625,Mr,0,1,1,0,1
823,0,38.0,0,0,0.0,Master,0,0,1,0,1
824,1,27.0,0,1,12.475,Mrs,0,1,0,0,1
825,0,2.0,4,1,39.6875,Master,0,1,1,0,1
826,0,25.14061,0,0,6.95,Mr,0,1,1,1,0
827,0,25.14061,0,0,56.4958,Mr,0,1,1,0,1
828,1,1.0,0,2,37.0042,Master,1,0,1,0,0
829,1,25.14061,0,0,7.75,Mr,0,1,1,1,0
831,1,15.0,1,0,14.4542,Mrs,0,1,0,0,0
832,1,0.83,1,1,18.75,Master,1,0,1,0,1
833,0,25.14061,0,0,7.2292,Mr,0,1,1,0,0
834,0,23.0,0,0,7.8542,Mr,0,1,1,0,1
835,0,18.0,0,0,8.3,Mr,0,1,1,0,1
836,1,39.0,1,1,83.1583,Miss,0,0,0,0,0
837,0,21.0,0,0,8.6625,Mr,0,1,1,0,1
838,0,25.14061,0,0,8.05,Mr,0,1,1,0,1
839,1,32.0,0,0,56.4958,Mr,0,1,1,0,1
840,1,38.12347,0,0,29.7,Mr,0,0,1,0,0
841,0,20.0,0,0,7.925,Mr,0,1,1,0,1
842,0,16.0,0,0,10.5,Mr,1,0,1,0,1
843,1,30.0,0,0,31.0,Miss,0,0,0,0,0
844,0,34.5,0,0,6.4375,Mr,0,1,1,0,0
845,0,17.0,0,0,8.6625,Mr,0,1,1,0,1
846,0,42.0,0,0,7.55,Mr,0,1,1,0,1
847,0,25.14061,8,2,69.55,Mr,0,1,1,0,1
848,0,35.0,0,0,7.8958,Mr,0,1,1,0,0
849,0,28.0,0,1,33.0,Rev,1,0,1,0,1
850,1,38.12347,1,0,89.1042,Mrs,0,0,0,0,0
851,0,4.0,4,2,31.275,Master,0,1,1,0,1
852,0,74.0,0,0,7.775,Mr,0,1,1,0,1
853,0,9.0,1,1,15.2458,Miss,0,1,0,0,0
854,1,16.0,0,1,39.4,Miss,0,0,0,0,1
855,0,44.0,1,0,26.0,Mrs,1,0,0,0,1
856,1,18.0,0,1,9.35,Mrs,0,1,0,0,1
857,1,45.0,1,1,164.8667,Mrs,0,0,0,0,1
858,1,51.0,0,0,26.55,Mr,0,0,1,0,1
859,1,24.0,0,3,19.2583,Mrs,0,1,0,0,0
860,0,25.14061,0,0,7.2292,Mr,0,1,1,0,0
861,0,41.0,2,0,14.1083,Mr,0,1,1,0,1
862,0,21.0,1,0,11.5,Mr,1,0,1,0,1
863,1,48.0,0,0,25.9292,Mrs,0,0,0,0,1
864,0,25.14061,8,2,69.55,Miss,0,1,0,0,1
865,0,24.0,0,0,13.0,Mr,1,0,1,0,1
866,1,42.0,0,0,13.0,Mrs,1,0,0,0,1
867,1,27.0,1,0,13.8583,Miss,1,0,0,0,0
868,0,31.0,0,0,50.4958,Mr,0,0,1,0,1
869,0,25.14061,0,0,9.5,Mr,0,1,1,0,1
870,1,4.0,1,1,11.1333,Master,0,1,1,0,1
871,0,26.0,0,0,7.8958,Mr,0,1,1,0,1
872,1,47.0,1,1,52.5542,Mrs,0,0,0,0,1
873,0,33.0,0,0,5.0,Mr,0,0,1,0,1
874,0,47.0,0,0,9.0,Mr,0,1,1,0,1
875,1,28.0,1,0,24.0,Mrs,1,0,0,0,0
876,1,15.0,0,0,7.225,Miss,0,1,0,0,0
877,0,20.0,0,0,9.8458,Mr,0,1,1,0,1
878,0,19.0,0,0,7.8958,Mr,0,1,1,0,1
879,0,25.14061,0,0,7.8958,Mr,0,1,1,0,1
880,1,56.0,0,1,83.1583,Mrs,0,0,0,0,0
881,1,25.0,0,1,26.0,Mrs,1,0,0,0,1
882,0,33.0,0,0,7.8958,Mr,0,1,1,0,1
883,0,22.0,0,0,10.5167,Miss,0,1,0,0,1
884,0,28.0,0,0,10.5,Mr,1,0,1,0,1
885,0,25.0,0,0,7.05,Mr,0,1,1,0,1
886,0,39.0,0,5,29.125,Mrs,0,1,0,1,0
887,0,27.0,0,0,13.0,Rev,1,0,1,0,1
888,1,19.0,0,0,30.0,Miss,0,0,0,0,1
889,0,25.14061,1,2,23.45,Miss,0,1,0,0,1
890,1,26.0,0,0,30.0,Mr,0,0,1,0,0
891,0,32.0,0,0,7.75,Mr,0,1,1,1,0
